filename_img;filename_ots;filename_ann;text_ots;text_ann
Sundanese_11.png;minangkabau_6_ann.txt;sundanese_11_ann.txt;"; 1. Sigeg heula lampahna Ki Umarmaya, aya nu kocap deui, Raja di Mukadam, katatamuan besan, Sri Bopati ti Madayin, eukeur kasukan, sareng Raja Mukaji.";Euleuh atoheunana Salim jeung Abdullah mani anjrag- ajragan, barang dibere lawon keur papakean teh, mangkaning tilu rupa: keur dastar, keur harudum jeung keur samping nu beunang dicawetkeun. Kajeun teuing cenah barangpake cara abid di Zanzibar oge, asal ulah ulutud bae, teu kaduga, era.
Sundanese_12.png;sundanese_6_ots.txt;sundanese_12_ann.txt;leu! tembal kuring. Gancangna kuring diriung ku nu nareangan tea, tuluy wae digandong ku nu bedas, dibawa kapang- rereban. Meunang dua puluh poe gering, teu bisa rumingkang. leu tea, tapak bedul dina tuur jadi bareuh. Allah-Allah, nyerina lain di kieuna. Eta keur ranyod tingnyaraut. nyerina nyedek kana angen. Sakapeung mah les wae teu inget. Kasalikur poena bisa leumpang, jiglug-jiglug kundang iteuk.;1. Sigeg heula lampahna Ki Umarmaya, aya nu kocap deui, Raja di Mukadam, katatamuan besan, Sri Bopati ti Madayin, eukeur kasukan, sareng Raja Mukaji.
Sundanese_13.png;minangkabau_7_ann.txt;sundanese_13_ann.txt;Urang Arab mindel kabeh, silihreret, silihpelong, teu manggih piomongeun. Meunang sajongjongan paheneng-heneng pok Syekh Muhammad nanya ka Moto: ,,Kumaha kadeuleu kaayaan di jero dayeuh, Moto?;,,leu!” tembal kuring. Gancangna kuring diriung ku nu nareangan tea, tuluy wae digandong ku nu bedas, dibawa kapangrereban. Meunang dua puluh poe gering, teu bisa rumingkang. leu tea, tapak bedul dina tuur jadi bareuh. Allah-Allah, nyerina lain di kieuna. Eta keur ranyod tingnyaraut, nyerina nyedek kana angen. Sakapeung mah les wae teu inget. Kasalikur poena bisa leumpang, jiglug-jiglug kundang iteuk.”
Sundanese_14.png;sundanese_7_ots.txt;sundanese_14_ann.txt;Mandor-besar kapilah Syekh Amir aya dua, nya eta Simba jeung Moto, abid kakasih, Jantaran leuwih ti batur wawanenna jeung pangabisana, ari kadunungan kacida satiana. Eta dua jelema surup pisan dingaranan kitu teh ku dununganana.;Urang Arab mindel kabeh, silihreret, silinpelong, teu manggih piomongeun. Meunang sajongjongan paheneng-heneng pok Syekh Muhammad nanya ka Moto: ,,Kumaha kadeuleu kaayaan di jero dayeuh, Moto?”
Sundanese_15.png;minangkabau_8_ann.txt;sundanese_15_ann.txt;.Heueuh. Jig geura sare, geus peuting. leu surat-surat keur ka sobat-sobat. surat-surat wasiat jeung surat-surat nu sejen sakur nu perlu diampihan, ku Buya diiangkeun isukan, rek nitahan jelema ka Zanzibar, supaya dipasrahkeun ka Panghulu. Ujang ulah salah nya mapay, kudu ka Panghulu. Pek ka itu geura sare.;Mandor-besar kapilah Syekh Amir aya dua, nya eta Simba jeung Moto, abid kakasih, lantaran leuwih ti batur wawanenna jeung pangabisana, ari kadunungan kacida satiana. Eta dua jelema surup pisan dingaranan kitu teh ku dununganana.
Sundanese_16.png;sundanese_8_ots.txt;sundanese_16_ann.txt;Barang breng jamparing, haok kapala perang balad Arab marentah lumpat. Beretek kabeh lumpat tarik, rob kana kandang- jaga bari surak, congo bedil diponcor-poncorkeun kana sela-sela pager. Borobot-borobot sora bedil terus morobot ti kaler ti kidul. Anu keuna ku jamparing tinggaloler di tegal, sawareh geus taya nu malire, ku batur pada ninggalkeun. Tapi hate kaprajuritanana Nngarasa puas, dipangmaleskeun kanyerianana, suka hatena bisa keneh ngadenge nu tinggarero, tinggaroak, tingjarerit.;,,Heueuh. Jig geura sare, geus peuting. Ieu surat-surat keur ka sobat-sobat, surat-surat wasiat jeung surat-surat nu sejen sakur nu perlu diampihan, ku Buya diiangkeun isukan, rek nitahan jelema ka Zanzibar, supaya dipasrahkeun ka Panghulu. Ujang ulah salah nya mapay, kudu ka Panghulu. Pek ka itu geura sare.”
Sundanese_17.png;minangkabau_9_ann.txt;sundanese_17_ann.txt;Kulisi: ..Kaulanun sumuhun pariksa gusti, ieu ngadeuheus- keun palancongan duaan, kenging nangkep ti peupeuntasan. Numawi ditangkep margi dangdananana sareng barangbantunna benten sareng urang Urori, ngabohong teu kireum-kireum. Sadaya- daya nyembahkeun, kumaha pangersa gusti.;Barang breng jamparing, haok kapala perang balad Arab marentah lumpat. Beretek kabeh lumpat tarik, rob kana kandang-jaga bari surak, congo bedil diponcor-poncorkeun kana sela-sela pager. Borobot-borobot sora bedil terus morobot ti kaler ti kidul. Anu keuna ku jamparing tinggaloler di tegal, sawareh geus taya nu malire, ku batur pada ninggalkeun. Tapi hate kaprajuritanana ngarasa puas, dipangmaleskeun kanyerianana, suka hatena bisa keneh ngadenge nu tinggarero, tinggaroak, tingjarerit.
Sundanese_18.png;sundanese_9_ots.txt;sundanese_18_ann.txt;_r* sumuhun, nanging ieu mah perang sareng urang Arab tina sarebu nu dalapan ratus prajurit Ama. Emutan abdi sanes kedahna Ama nampi bagian sasihna ti Paroja.;Kulisi: ,,Kaulanun sumuhun pariksa gusti, ieu ngadeuheus-keun palancongan duaan, kenging nangkep ti peupeuntasan. Numawi ditangkep margi dangdananana sareng barangbantunna benten sareng urang Urori, ngabohong teu kireum-kireum. Sadaya-daya nyembahkeun, kumaha pangersa gusti.”
Sundanese_19.png;minangkabau_10_ann.txt;sundanese_19_ann.txt;Poe isukna Salim geus di dayeuh, jeung Abdullah : ux amprok di kaputran. Duanana pada teu nyana bisa papanggih deui, atuh sonona geus lain caritakeuneun. Rasa hatena raketna leuwih ti dulur pet ku hinis.;,,Sumuhun, nanging ieu mah perang sareng urang Arab tina sarebu nu dalapan ratus prajurit Ama. Emutan abdi sanes kedahna Ama nampi bagian sasihna ti Paroja.”
Sundanese_20.png;sundanese_10_ots.txt;sundanese_20_ann.txt;"; fy oruntab a ~ Unggal poe ngumpulan runtah palastik. Pak Deden ngajual eta botol ka pabrik. Urang jeung babaturan mulungan runtah. Ambeh teu kadeuleu pabalatak.";Poe isukna Salim geus di dayeuh, jeung Abdullah geus amprok di kaputran. Duanana pada teu nyana bisa papanggih deui, atuh sonona geus lain caritakeuneun. Rasa hatena raketna leuwih ti dulur pet ku hinis.
Sundanese_21.png;minangkabau_11_ann.txt;sundanese_21_ann.txt;Hayam gecok rosa ngeunahna. Pasakan husus meunang nyieun Ema.;Unggal poé ngumpulan runtah palastik. Pak Deden ngajual éta botol ka pabrik. Urang jeung babaturan mulungan runtah. Ambeh teu kadeuleu pabalatak.
Sundanese_22.png;sundanese_11_ots.txt;sundanese_22_ann.txt;*PURIDINGHPURINGKAKs;Hayam gecok rosa ngeunahna. Pasakan husus meunang nyieun Ema.
Sundanese_23.png;minangkabau_12_ann.txt;sundanese_23_ann.txt;Nu teu maparinkeun mundur, nu kagungan tamansari, sarta someah ka semah, hanjakalna saperkawis, awad-awad kapidara, pambrih dipeuseul ku kuring.;Puriding Puringkak
Sundanese_24.png;sundanese_12_ots.txt;sundanese_24_ann.txt;Mapag Pilihan DPD-RI Saha nu Pantes Jadi Wawakil Jabar?;Nu teu maparinkeun mundur, nu kagungan tamansari, sarta someah ka semah, hanjakalna saperkawis, awad-awad kapidara, pambrih dipeuseul ku kuring.
Sundanese_25.png;minangkabau_13_ann.txt;sundanese_25_ann.txt;1. Lamun engkang milu leumpang, ka mana jalanna bijil, kapan lawang dituguran, ti beurang reujeung ti peuting, ku kabeh para mantri, jeung sakabeh para ratu, dipiwarang ngajaga, teu meunang pisan gumingsir, lah kumaha Rengganis pibisaeun bral.;Mapag Pilihan DPD-RI Saha nu Pantes Jadi Wawakil Jabar?
Sundanese_26.png;sundanese_13_ots.txt;sundanese_26_ann.txt;Har naha ACndul bet uninga nembe Encid ngaluariceun gas Sangkilang Leu diSada sareng teu bau: _ EE, 2 Xs 7;1.Lamun engkang milu leumpang, ka mana jalanna bijil, kapan lawang dituguran, ti beurang reujeung ti peuting, ku kabeh para mantri, jeung sakabeh para ratu, dipiwarang ngajaga, teu meunang pisan gumingsir, lah kumaha Rengganis pibisaeun bral.
Sundanese_27.png;minangkabau_14_ann.txt;sundanese_27_ann.txt;Jawab nu ditanya: ,,Teu rea, ngan bisa mawa anak hiji, si Isa jeung abid 50, pakarangna cukup. Tah geuning matak reugreug. Bener Isa kudu sina milu, geus katembong gede wawanen eta budak teh ngala ka bapana. Kumaha ari Masud, rek mawa sabaraha, ki silah?;Har naha A Endul bet uninga nembe Encid ngaluarkeun gas sangkiang teh disada sareng teh bau?
Sundanese_28.png;sundanese_14_ots.txt;sundanese_28_ann.txt;Pemilihan raya nu diayakeun ku PKS ge sed saeutik ti dinya. Calon- calon presiden ti PKS sina dipilih ku kaderna di daerahna masing- masing. Alhasil pemilu leuleutikan, lah. Meureun engkena beubeuna- ngan sorana bakal dikumpulkeun, diitung sarta ahirna ditetepkeun nu unggulna.;Jawab nu ditanya: ,,Teu rea, ngan bisa mawa anak hiji, si Isa jeung abid 50, pakarangna cukup.”,,Tah geuning matak reugreug. Bener Isa kudu sina milu, geus katembong gede wawanen eta budak teh ngala ka bapana. Kumaha ari Mas’ud, rek mawa sabaraha, ki silah?”
Sundanese_29.png;minangkabau_15_ann.txt;sundanese_29_ann.txt;32. Eh Raden Maktal ayeuna, maneh kudu leumpang jeung para mantri, sarta kudu buru-buru, papagkeun Ki Suwangsa, jeung rayatna ulah aya anu kantun, pindahkeun ka jero pura, emban-emban para nyai.;Pemilihan raya nu diayakeun ku PKS gé sed saeutik ti dinya. Calon-calon presidén ti PKS sina dipilih ku kaderna di daérahna masing-masing. Alhasil pemilu leuleutikan, lah. Meureun engkéna beubeuna-ngan sorana bakal dikumpulkeun, diitung sarta ahirna ditetepkeun nu unggulna.
Sundanese_30.png;sundanese_15_ots.txt;sundanese_30_ann.txt;32. Ngan disebut sawarehna, ku bawaning loba teuing, jambe jajar babanjaran, lir sarah kalakay sirih,tangkal tangkalak tangkil, menol ku buah tumungkul, sagala tatangkalan, jeruk jarak jambu jali, manggah manggu duren dukuh ngarandakah.;32.Eh Raden Maktal ayeuna, maneh kudu leumpang jeung para mantri, sarta kudu buru-buru, papagkeun Ki Suwangsa, jeung rayatna ulah aya anu kantun, pindahkeun ka jero pura, emban-emban para nyai.
Sundanese_31.png;minangkabau_16_ann.txt;sundanese_31_ann.txt;Noitu ngisunda, MinalBilinSora;32.Ngan disebut sawarehna, ku bawaning loba teuing, jambe jajar babanjaran, lir sarah kalakay sirih,tangkal tangkalak tangkil, menol ku buah tumungkul, sagala tatangkalan, jeruk jarak jambu jali, manggah manggu duren dukuh ngarandakah,
Sundanese_32.png;sundanese_16_ots.txt;sundanese_32_ann.txt;Aman! aman! cek prajurit Warori, ampun! ampun! maksudna, cul pakarang, ngacungkeun leungcun, tanda_ taluk. .,Lawang! lawang! cek Kisesa, hahaok bari nunjuk ku pedang. Bereyek deui jelema ka panto. Teu lila geus rujad, blang lawang, ka karaton ngemplong, Mostana teu reureuh mentang,;Ngitung Sunda dina Bilik Sora
Sundanese_33.png;minangkabau_17_ann.txt;sundanese_33_ann.txt;"Alah, mani geus asa bek-asa bek digebug ku tulale, nyegorna ambekan gajah geus asa dina birit. Ras inget kana pamake paburu Warori!?, bangsa kuring, ari diudag gajah ulah lempeng, cilaka. Jengjar kuring mengkol ka katuhu, lumpat malik deui ka urut. Ari gajah melepas ngadurugdug; rek mengkol teh kudu eureun heula.";,,Aman! aman!” cek prajurit Warori, ampun! ampun! maksudna, cul pakarang, ngacungkeun leungcun, tanda taluk. ,,Lawang! lawang!” cek Kisesa, hahaok bari nunjuk ku pedang. Bereyek deui jelema ka panto. Teu lila geus rujad, blang lawang, ka karaton ngemplong, Mostana teu reureuh mentang,
Sundanese_34.png;sundanese_17_ots.txt;sundanese_34_ann.txt;Sanajan ajengan teu acan uninga, cek Syekh Khamis ka Syekh Amir, ,,disuhunkeun timbanganana, wireh di dieu pang- sepuhna, seueur luang.;",,Alah, mani geus asa bek-asa bek digebug ku tulale, nyegorna ambekan gajah geus asa dina birit. Ras inget kana pamake paburu Warori1), bangsa kuring, ari diudag gajah ulah lempeng, cilaka. Jengjar kuring mengkol ka katuhu, lumpat malik deui ka urut. Ari gajah melepas ngadurugdug; rek mengkol teh kudu eureun heula."
Sundanese_35.png;minangkabau_18_ann.txt;sundanese_35_ann.txt;Sapoe dua poe teu aya naon-naon. Ari cek kiranggoji (tuduh jalan), di Uhehe teu meunang lalawora sagala rupa, saincak-incak ulah tinggal ti ati-ati. Urang pribumi Uhehe adatna sok ngarah ka semah ti bongohna.;,,Sanajan ajengan teu acan uninga’’, cek Syekh Khamis ka Syekh Amir, ,,disuhunkeun timbanganana, wireh di dieu pang- sepuhna, seueur luang.”
Sundanese_36.png;sundanese_18_ots.txt;sundanese_36_ann.txt;Moto tacan pok ngomong, Simba geus miheulaan: ,,Perang, Moto? Anu dipikasalempang teh bukti. Ieu teh lantaranana perang bareto tea, Kisesa ngarurug Mostana, basa didinya milu nya?;Sapoe dua poe teu aya naon-naon, Ari cek Kiranggoji (tuduh jalan), di Uhehe teu meunang lalawora sagala rupa, saincak-incak ulah tinggal ti ati-ati. Urang pribumi Uhehe adatna sok ngarah ka semah ti bongohna.
Sundanese_37.png;minangkabau_19_ann.txt;sundanese_37_ann.txt;: Pesta enggeusan, semah budal ti dayeuh, masanggrahan di urut urang arab tea, ngareureuh minangkana mah, tapi jeung pribumi teu petot silihanjangan..;Moto tacan pok ngomong, Simba geus miheulaan: ,,Perang, Moto? Anu dipikasalempang teh bukti. Ieu teh lantaranana perang bareto tea, Kisesa ngarurug Mostana, basa didinya milu nya?”
Sundanese_38.png;sundanese_19_ots.txt;sundanese_38_ann.txt;Moto jeung Simba sareuri direret ku Kalulu teh, tapi teu ngomong nanaon, sabab ingetanana pinuh ku lalamunan, hayang geura gok jeung Salim. Di jalan mondok sapeuting. Isukna narepi ka nu dijugjug, nya eta lembur sisi leuweung tea, beurang keneh. Kapala kampungna pakepuk sasadiaan keur ngahormat, kawantu kasumpingan menak agung ti nagara, anu digadangkeun baris jadi;Pesta enggeusan, semah budal ti dayeuh, masanggrahan di urut urang arab tea, ngareureuh minangkana mah, tapi jeung pribumi teu petot silihanjangan..
Sundanese_39.png;minangkabau_20_ann.txt;sundanese_39_ann.txt;Hih, si dusun, lahir raja. ,,Mun Ama boga kulit cara kitu, teu hayang kasangsangan papakean sacewir meureun. Keun batur sina sareubeuheun narenjo.;Moto jeung Simba sareuri direret ku Kalulu teh, tapi teu ngomong nanaon, sabab ingetanana pinuh ku lalamunan, hayang geura gok jeung Salim. Di jalan mondok sapeuting. Isukna narepi ka nu dijugjug, nya eta lembur sisi leaweung tea, beurang keneh. Kapala kampungna pakepuk sasadiaan keur ngahormat, kawantu kasumpingan menak agung ti nagara, anu digadangkeun baris jadi
Sundanese_40.png;sundanese_20_ots.txt;sundanese_40_ann.txt;Poe ieu Bapa Ema loba tamu. Dulur baraya datang ka imah kami.;"""Hih, si dusun,” lahir raja. Mun Ama boga kulit cara kitu, teu hayang kasangsangan papakean sacewir meureun. Keun batur sina sareubeuheun narenjo.”"
Sundanese_41.png;minangkabau_21_ann.txt;sundanese_41_ann.txt;KATIGA ENTAX=ENTAKAN;Poé ieu Bapa Ema loba tamu. Dulur baraya datang ka imah kami.
Sundanese_42.png;sundanese_21_ots.txt;sundanese_42_ann.txt;Adoelz Dagang Hordeng nepi ka Papua;Katiga Entak-Entakan
Sundanese_43.png;minangkabau_22_ann.txt;sundanese_43_ann.txt;Patepune di Mungeang Gunung;Adoelz Dagang Hordéng nepi ka Papua
Sundanese_44.png;sundanese_22_ots.txt;sundanese_44_ann.txt;eee MANEHNA NU NGEMBRATKEUN PELOR FENDY SY. CITRAWARGA;Patepung di Munggang Gunung
Sundanese_45.png;minangkabau_23_ann.txt;sundanese_45_ann.txt;,Mangga, walonna bari lumpat bawaning atoh. Bus ka jero, nyampak Siti Aminah dina bangku keur emok, geus nyekel seureuh rek nyeupah. Salim, geus nyium leungeun jeung nyium tarang kitu petana nandakeun hormat jeung asih di Arab gek diuk gigireunana.;MANEHNA NU NGEMBRATKEUN PELOR FENDY SY. CITRAWARGA
Sundanese_46.png;sundanese_23_ots.txt;sundanese_46_ann.txt;Ceuk bapa, loba kahadean tina acara ruwat laut eta. Bentuk syukur ka Allah oge maksud liliuran. Ruwat laut oge ngajarkeun urang dina kacintaan ka laut. Cinta laut hartina ngajaga laut.;,,Mangga”, walonna bari lumpat bawaning atoh. Bus ka jero, nyampak Siti Aminah dina bangku keur emok, geus nyekel seureuh rek nyeupah. Salim, geus nyium leungeun jeung nyium tarang — kitu petana nandakeun hormat jeung asih di Arab — gek diuk gigireunana.
Sundanese_47.png;minangkabau_24_ann.txt;sundanese_47_ann.txt;Sim kuring amit dek ngidung, diajar lagu Kinanti, min- angka jadi landongna, ka nu kapidara tadi, nyuhunkeun widi gamparan, manawi temah baribin.;Ceuk bapa, loba kahadéan tina acara ruwat laut éta. Bentuk syukur ka Allah ogé maksud liliuran. Ruwat laut ogé ngajarkeun urang dina kacintaan ka laut. Cinta laut hartina ngajaga laut.
Sundanese_48.png;sundanese_24_ots.txt;sundanese_48_ann.txt;Wisata Alam Pangjugjugan Sesa Kaendahan Tatar Parahiyangan;Sim kuring amit dek ngidung, diajar lagu Kinanti, min-angka jadi landongna, ka nu kapidara tadi, nyuhunkeun widi gamparan, manawi temah baribin.
Sundanese_49.png;minangkabau_25_ann.txt;sundanese_49_ann.txt;22. Geus ngocomang Raden Mantri, Rengganis ka dieu hiap, Mas Mirah sakedap bae, ulah nyumput teu kapendak, Raden pada ngomongan, ku sadaya para arum, juragan maos istigpar.;Wisata Alam Pangjugjugan Sésa Kaéndahan Tatar Parahiyangan
Sundanese_50.png;sundanese_25_ots.txt;sundanese_50_ann.txt;14. Kacaturkeun wadyana Raja Mukadam, nu diandelkeun jurit, lain pisan jalma, anu dijieun balad, rupa arca warni-warni, nu ngageugeuhna, Ki Patih Tapel-aji.;22.Geus ngocomang Raden Mantri, Rengganis ka dieu hiap, Mas Mirah sakedap bae, ulah nyumput teu kapendak, Raden pada ngomongan, ku sadaya para arum, juragan maos istigpar.
Sundanese_51.png;minangkabau_26_ann.txt;sundanese_51_ann.txt;5 NU NGAHEANG TENGAH PEUTING a EMHA UBAIDILLAH;14. Kacaturkeun wadyana Raja Mukadam, nu diandelkeun jurit, lain pisan jalma, anu dijieun balad, rupa arca’ warni-warni, nu ngageugeuhna, Ki Patih Tapel-aji.
Sundanese_52.png;sundanese_26_ots.txt;sundanese_52_ann.txt;Ari di kapilah Syekh Amir teu kitu, sabab kabeh pada wawuh. padanyaho. Nu jadi kapala dunungan sapopoe, mandor- besarna Simba jeung Moto geus pada nyaho, jadi andelan sarerea. Jeungna deui balad Syekh Amir mah rea nu mawa anak pamajikan, jaba jariah. Numatak dina peutingan mimiti ngarereb teh heneu- teun, jadi cara nu macangkrama wae, teu aringeteun kana pibahyaeun. Anu rimbitan ngariung jeung anak pamajikan, anu lengoh ngariung jeung sobat-sobat jeung kawawuhan. Jadi di;NU NGAHEANG TENGAH PEUTING EMHA UBAIDILLAH
Sundanese_53.png;minangkabau_27_ann.txt;sundanese_53_ann.txt;Teu nyana ku fises:. bet zurusuhan datang ka Kuikuru, hayang tereh paeh. Jeung naita rek perang rurusuhan kitu? Na teu nyaho adat di dieu? Rek enya mah hayang diadu, carita heula. Raja ieu bisi teu nyaho.;Ari di kapilah Syekh Amir teu kitu, sabab kabeh pada wawuh. padanyaho. Nu jadi kapala dunungan sapopoe, mandor-besarna Simba jeung Moto geus pada nyaho, jadi andelan sarerea. Jeungna deui balad Syekh Amir mah rea nu mawa anak pamajikan, jaba jariah. Numatak dina peutingan mimiti ngarereb teh heneu-teun, jadi cara nu macangkrama wae, teu aringeteun kana pibahyaeun. Anu rimbitan ngariung jeung anak pamajikan, anu lengoh ngariung jeung sobat-sobat jeung kawawuhan. Jadi di
Sundanese_54.png;sundanese_27_ots.txt;sundanese_54_ann.txt;- Peuting eta Salim pada muji. Simba teu repeh ngagulkeun. Bisana ngabedil jeung wawanenna dipuji rada diembohan. Ku Syekh Khamis Salim diperesen papakean sapangadeg. Nu sejen aya CK;,,Treu nyana ku Kisesa. bet rurusuhan datang ka Kuikuru, hayang tereh paeh. Jeung naiia rek perang rurusuhan kitu? Na teu nyaho adat di dieu? Rek enya mah hayang diadu, carita heula. eu bisi teu nyaho.”
Sundanese_55.png;minangkabau_28_ann.txt;sundanese_55_ann.txt;emer eee Srog barudak teh tiluanana dipintonkeun, sina tingbelekecen, barogodna diudaran. Kacaangan ku oncor gajih siga beuki barodas. Lila pisan Olimali jeung Paroja malencrongna ka barudak. Harera- neun, saumurna kakara nyaho, aya jelema kitu pandena, kitu ulusna.;Peuting eta Salim pada muji. Simba teu repeh ngagulkeun. Bisana ngabedil jeung wawanenna dipuji rada diembohan. Ku Syekh Khamis Salim diperesen papakean sapangadeg. Nu sejen aya
Sundanese_56.png;sundanese_28_ots.txt;sundanese_56_ann.txt;Moto: ,,Sareng Sang raja Mostana, ratu sinatria pinunjul, leber wawanenna. Dina ngapalaan perang semuna teu aya kagimir. Musuh ngangsegnarajang, jongjon ngadeg-ngagedengkeun rajaputra.;Srog barudak teh tiluanana dipintonkeun, sina tingbelekecen, barogodna diudaran. Kacaangan ku oncor gajih siga beuki barodas. Lila pisan Olimali jeung Paroja malencrongna ka barudak. Harera-neun, saumurna kakara nyaho, aya jelema kitu pandena, kitu ulusna.
Sundanese_57.png;minangkabau_29_ann.txt;sundanese_57_ann.txt;sasatna, direjengan ku duaan, perjurit kekentong kapetengah Tipumbiah, Salim teu bisa budi. Dibejeng dideuheuskeun ka Paroja. .;Moto: ,,Sareng Sang raja Mostana, ratu sinatria pinunjul, leber wawanenna. Dina ngapalaan perang semuna teu aya kagimir. Musuh ngangseg narajang, jongjon ngadeg-ngagedengkeun rajaputra.”
Sundanese_58.png;sundanese_29_ots.txt;sundanese_58_ann.txt;Ayeuna meh j nh mang. Aas Quran St cosgd ataatten ) _ Nap. Teu Kudu Cape-cape;sasatna, direjengan ku duaan, perjurit kekentong kapetengah Tipumbiah, Salim teu bisa budi. Dibejeng dideuheuskeun ka Paroja.
Sundanese_59.png;minangkabau_30_ann.txt;sundanese_59_ann.txt;BUDAR NU LEUHIEIT;Ayeuna meh jaman Canggih mang. Ngaji Quran gé tinggal ngadengerkeun na HP. Teu Kudu Capé-capé
